seed,condition,mu_MAE,alpha_MAE,trainable_params
0,frozen_mto,0.7412401545555034,23.548647424007985,17292
0,frozen_direct,1.0062090944736561,23.567264972849095,12416
0,from_scratch,1.08921506144899,23.56008789387155,1523793
1,frozen_mto,0.7470788562551458,23.645751841524813,17292
1,frozen_direct,0.9892503213375172,23.676937194580727,12416
1,from_scratch,1.083833839030976,23.688432896390875,1523793
2,frozen_mto,0.7726097741025559,23.69814011391173,17292
2,frozen_direct,1.0210186344511964,23.728524197923377,12416
2,from_scratch,1.0942118820991922,23.727825976432637,1523793
